사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2025-09,경의선,1283,파주,196,2,664,14,"1,573","1,015","2,618","2,825","3,250","6,390","2,061","4,235","1,997","1,884","2,088","1,422","2,708","1,509","2,252","1,470","2,269",989,"3,501","1,535","4,664","1,434","5,671","1,566","4,706","2,016","1,308","1,992",860,"1,432",771,"1,200",272,"1,074",44,829,4,408,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경의선,1284,문산,"1,467",3,"2,947",39,"8,634","2,720","17,668","8,863","18,750","15,233","12,977","6,430","9,486","7,159","9,426","7,755","10,752","7,703","10,107","8,979","10,022","6,302","9,898","10,525","11,322","11,740","13,606","11,822","12,091","14,694","5,826","16,274","4,423","9,831","3,215","7,352","1,987","7,238",135,"5,666",0,"2,564",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,31,384,42,161,4,3,0,0,0,0,3,3,143,190,80,14,429,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,80,14,13,8,3,0,0,0,0,0,2,1,12,11,25,0,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경의선,1291,서울역,4,0,530,18,"1,033","8,264","3,108","22,422","3,421","32,350","2,056","17,124","1,557","6,597","1,755","4,710","2,332","4,239","3,273","5,816","3,734","2,616","5,511","2,537","8,173","3,345","15,147","4,469","23,212","5,440","9,450","2,578","5,461","1,702","4,807","1,430",787,143,"1,744",790,4,105,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경의선,1292,공덕,16,0,758,89,"1,782","2,355","5,210","8,620","6,442","20,860","5,480","9,564","6,090","3,925","5,879","3,721","5,872","4,227","5,960","4,045","5,889","4,007","6,019","4,519","8,115","5,067","12,883","7,149","19,591","7,893","9,219","5,103","7,807","4,165","8,430","3,848","5,878","3,074","2,546","1,895",181,235,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경의선,1293,홍대입구,2,2,369,106,820,532,"1,431","2,242","1,908","7,323","1,593","6,420","1,440","4,880","1,649","4,440","2,173","5,910","2,833","5,268","3,524","5,801","4,301","5,313","5,136","5,810","7,475","6,444","7,701","7,203","6,089","4,707","5,725","3,342","6,244","2,634","6,352","2,608","2,565","1,259",35,191,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경의선,1294,디지털미디어시티,3,0,"1,416",536,"3,497","1,922","9,895","2,486","11,274","4,754","6,416","4,056","4,708","2,616","3,844","2,660","4,167","2,928","3,764","3,491","3,875","3,387","4,013","3,696","5,276","4,981","5,545","8,417","5,670","10,640","3,165","7,974","2,244","5,143","1,983","4,591","1,521","3,848",751,"2,576",36,324,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경의선,1296,계양,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경의선,1297,검암,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1311,신내,39,1,"1,593",681,"5,318","2,803","14,693","7,149","11,138","10,179","5,335","2,743","4,050","2,317","3,466","2,501","3,682","2,532","3,398","3,270","3,314","2,729","4,158","4,639","4,925","3,701","6,004","6,830","7,441","10,234","3,034","7,290","1,770","3,709","1,515","3,060","1,259","2,938",719,"2,039",73,731,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1312,갈매,4,0,"2,156",522,"4,600",963,"15,882","2,994","10,303","5,987","6,653","2,474","4,033","2,900","3,183","1,866","3,514","2,266","3,472","2,900","3,058","2,401","3,186","3,937","3,756","3,895","4,061","6,409","5,803","10,725","2,187","9,380","1,590","3,987","2,095","3,038","1,561","3,545",639,"1,605",25,445,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1313,별내,57,1,"1,308",555,"2,910","1,704","9,407","4,946","8,211","6,918","5,464","3,922","3,942","3,724","3,541","2,814","4,038","2,624","4,089","3,201","3,761","2,904","4,158","4,153","5,051","3,734","6,023","5,864","6,482","8,868","3,457","6,202","2,402","3,046","2,109","2,078","1,861","2,319",933,"1,328",54,332,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1314,퇴계원,102,1,"3,210",705,"6,425","2,015","17,993","3,545","13,727","5,068","9,298","3,196","6,664","3,458","5,359","2,971","6,368","2,955","5,098","4,034","3,518","4,081","4,117","5,559","4,234","6,682","5,163","9,041","5,673","12,762","2,264","10,717","1,823","5,583","1,451","4,188",961,"4,855",577,"2,453",17,754,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1315,사릉,144,10,"1,999",899,"4,298","1,744","10,350","4,956","8,032","4,369","5,248","2,503","3,596","2,145","3,209","2,266","3,137","2,350","3,162","1,988","2,419","2,578","2,675","2,921","3,036","3,075","4,252","5,659","4,897","8,112","2,081","7,291","1,375","3,392","1,054","2,577",524,"2,539",299,"1,603",12,427,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1316,금곡,72,1,"2,277",361,"2,633","1,080","6,254","3,228","5,577","6,297","4,154","2,677","2,972","1,957","3,146","1,502","2,955","2,362","2,834","2,005","2,134","2,380","3,005","2,443","2,829","2,579","3,724","4,158","3,775","4,956","1,438","4,332",919,"2,102",670,"2,135",365,"1,971",203,"1,086",9,312,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1317,평내호평,834,3,"6,234",835,"15,024","2,285","30,802","5,358","27,505","11,404","14,311","7,502","11,262","5,444","10,271","6,168","9,933","8,401","8,617","8,179","7,822","9,974","8,410","9,545","9,323","11,853","9,249","21,550","9,593","26,970","5,610","21,567","4,375","9,438","4,085","9,281","3,718","8,073","1,619","5,495",61,"2,332",0,1,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1318,천마산,27,1,"1,196",273,"3,979",777,"8,146","1,875","8,129","1,936","4,889","1,544","3,634","1,344","2,608","1,796","2,515","1,721","2,278","2,123","2,150","2,310","1,808","3,025","1,928","2,879","1,869","4,547","1,812","4,291",867,"6,210",515,"2,639",467,"2,689",288,"1,697",126,"1,227",3,310,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1319,마석,34,4,"1,583",609,"9,663","2,988","18,233","6,685","14,852","7,212","9,575","6,084","8,462","4,500","6,991","4,949","7,294","5,081","6,394","6,333","6,144","6,418","6,542","7,329","7,058","7,373","7,213","11,540","7,260","13,798","3,396","10,658","2,707","7,766","2,037","5,595","1,556","5,293",604,"2,159",47,934,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1320,대성리,1,0,"1,175",153,"2,666",596,"1,684","1,020","1,682","1,305","2,078",832,"2,474","1,341","2,067","1,111","1,055","1,051","1,117","1,811","1,167","4,303","1,386","2,284","1,494","2,713","1,557","2,174",973,"1,345",635,"1,381",328,686,252,513,259,410,143,372,5,7,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1321,청평,11,1,950,291,"2,927","1,168","4,815","2,419","5,321","4,100","4,238","3,911","3,968","3,526","4,167","2,306","3,609","3,503","3,567","3,041","3,666","2,814","3,904","3,795","3,748","4,438","4,270","4,677","3,372","4,249","1,632","4,213","1,188","2,086",744,"1,926",558,"1,655",144,"1,217",12,290,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1322,상천,0,0,203,67,259,335,663,566,645,976,634,866,674,894,673,695,728,677,820,574,958,542,889,576,"1,020",615,671,357,395,505,207,340,114,204,65,179,40,101,34,126,3,28,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1323,가평,3,1,"1,021",199,"2,073","1,582","4,287","3,232","4,717","5,490","4,129","4,531","3,569","4,124","4,388","4,591","3,714","4,287","3,660","4,072","4,280","3,845","5,036","4,362","5,648","3,352","6,310","3,947","4,761","3,700","2,440","4,180","1,974","2,725","1,753","1,936",561,"1,916",285,"1,455",20,450,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1324,굴봉산,8,1,53,7,99,93,151,179,291,294,195,312,207,394,238,341,290,247,398,233,384,246,392,244,361,192,210,216,151,162,78,80,54,92,39,63,14,61,3,67,0,11,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1325,백양리,0,0,14,3,60,146,76,511,157,263,161,139,163,234,233,263,219,227,236,169,268,205,314,171,324,133,402,113,179,133,67,99,42,99,79,35,27,29,21,28,3,6,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1326,강촌,7,0,122,62,356,195,523,424,645,"2,006",648,"2,133",594,"1,377","1,021","1,984","1,002","1,067","1,706",891,"1,558","1,032","1,768",672,"2,076",872,"1,390",684,847,646,524,510,324,442,216,357,107,363,27,217,4,52,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1327,김유정,23,1,160,16,283,155,679,606,673,"1,081",559,851,643,"1,075",631,"1,307",800,"1,416",870,909,"1,047",862,"1,477",760,"1,226",841,"1,241",651,"1,099",731,332,603,242,435,142,264,44,222,22,126,2,82,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1328,남춘천,663,8,"2,032",33,"4,249","1,140","5,129","1,878","6,661","6,046","6,083","6,984","5,857","4,755","5,826","8,138","5,911","7,596","7,530","6,276","7,314","4,778","8,561","5,833","8,015","6,143","7,186","5,355","5,628","7,850","4,342","8,553","3,160","4,594","2,764","4,220","1,948","5,138",656,"2,946",21,"2,382",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경춘선,1329,춘천,321,8,738,18,"1,666",486,"2,025","1,189","2,763","5,449","2,836","5,961","2,358","4,253","2,953","4,141","3,091","3,315","4,477","3,336","4,714","2,406","6,426","2,883","7,062","2,224","5,771","2,234","4,108","2,673","2,528","2,803","1,614","1,527","1,092","1,896",631,"1,363",203,"1,274",2,794,1,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1873,고색,731,2,"3,783",739,"10,066","4,016","22,341","20,969","18,123","27,200","8,575","6,952","5,603","4,049","5,900","4,817","6,797","4,917","5,596","4,753","5,403","4,872","6,694","5,673","8,786","8,237","18,626","10,883","22,516","14,486","7,447","14,939","6,372","9,765","4,142","6,861","2,290","6,646",892,"3,979",3,"2,050",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1874,오목천,6,1,"1,255",471,"6,760","1,951","15,072","6,164","15,332","16,473","8,846","8,835","6,921","5,534","6,525","4,537","9,131","5,392","7,696","6,256","6,246","4,719","9,367","5,698","13,313","8,467","13,076","7,880","11,486","14,486","5,224","8,998","3,315","5,150","3,067","4,730","2,186","5,463",901,"3,242",15,297,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1875,어천,0,0,408,135,"2,117","2,274","5,271","5,983","4,529","4,336","3,467","1,773","2,608","1,511","2,440","1,590","2,571","1,685","2,346","2,074","1,991","2,132","3,586","2,298","6,350","3,417","3,332","3,518","4,276","5,109","1,686","3,246","1,276","1,894",667,"1,914",433,"1,628",197,788,0,132,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1876,야목,6,1,600,52,"1,713",678,"3,391",790,"2,808",894,"1,518",582,"1,208",810,938,552,985,716,944,762,810,696,"1,043",926,"1,472","1,323","1,262","1,639","1,272","2,664",612,"2,042",382,865,259,"1,113",233,603,88,450,1,68,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1877,사리,5,0,"5,633",458,"12,270","1,666","28,289","3,972","23,960","5,836","13,198","3,012","8,951","3,045","7,081","2,856","7,990","4,387","6,939","5,094","5,424","4,674","5,706","6,526","6,875","10,218","6,922","12,579","6,691","22,039","4,032","14,817","2,450","9,957","2,039","9,991","2,072","7,719",703,"5,903",17,747,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1878,달월,1,0,13,47,38,100,113,102,134,301,89,95,111,85,105,85,105,123,142,96,143,110,130,85,190,142,392,150,790,128,95,100,53,82,25,57,19,84,20,19,13,19,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1879,월곶,4,0,"2,166",379,"5,693","1,592","13,157","2,112","12,887","3,289","6,472","3,489","4,686","4,505","4,387","4,732","4,345","4,727","4,200","4,245","3,970","4,065","4,435","5,211","5,065","6,780","5,320","8,455","6,735","11,164","3,388","6,170","2,226","4,148","2,027","4,602","1,424","3,552",585,"1,812",1,353,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1880,소래포구,26,1,"3,060",572,"8,725","2,638","18,985","4,328","16,117","7,884","8,684","7,059","7,195","9,087","9,024","15,136","10,940","16,430","12,125","12,689","14,819","11,861","15,658","11,111","14,242","13,308","11,914","14,903","10,438","18,749","6,479","12,402","5,741","7,325","7,242","7,142","4,179","5,542","2,018","3,542",18,731,1,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1881,인천논현,5,0,"2,968","1,029","6,919","5,398","16,261","9,385","14,715","13,382","9,252","9,093","8,090","6,616","8,584","7,415","8,714","7,845","7,980","8,723","8,203","8,869","9,252","9,377","10,029","12,759","12,333","16,250","12,053","19,481","7,119","11,652","6,904","7,969","6,010","6,956","4,754","4,967","2,337","3,442",11,536,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1882,호구포,14,0,"1,803","1,063","3,423","7,381","7,708","20,549","8,693","22,423","5,328","4,536","4,407","3,295","4,498","3,700","5,035","4,017","4,616","3,727","4,705","3,838","5,109","4,281","6,391","5,559","17,980","6,432","16,959","8,037","5,880","6,000","5,776","4,503","4,040","3,812","1,715","2,874",845,"2,193",6,391,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1883,남동인더스파크,4,0,549,956,"1,111","4,677","1,519","19,671","2,268","25,043","1,400","3,180","1,428","1,400","1,607","1,409","1,920","1,532","1,937","1,504","2,366","1,278","2,927","1,274","4,118","1,319","17,218","1,732","13,397","1,890","4,049","2,237","4,246","1,517","2,107",893,489,606,225,356,0,39,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1884,원인재,78,0,"3,956",843,"7,810","2,904","14,979","6,333","16,646","8,763","9,082","5,143","7,028","4,766","6,973","5,136","7,081","6,117","6,597","6,256","6,130","6,666","6,864","8,614","7,395","10,455","8,689","13,269","8,309","16,905","5,515","11,495","4,261","8,453","3,597","7,663","2,773","6,282","1,481","4,483",50,708,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1885,연수,30,1,"3,109","1,052","7,585","2,464","16,418","5,147","14,806","11,506","7,644","6,526","6,063","6,110","6,229","5,939","6,970","7,076","7,111","7,324","7,166","6,743","7,782","7,520","8,386","10,292","8,975","14,619","10,828","16,206","6,118","10,474","6,067","7,375","5,371","6,474","4,213","4,212","2,211","2,957",32,623,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1886,송도,12,1,"2,443",515,"5,351","2,822","9,456","2,731","9,322","4,435","4,741","2,640","3,964","2,642","4,226","2,820","4,351","3,089","4,645","3,185","3,896","3,293","4,439","4,516","5,424","4,695","5,220","7,480","3,874","8,312","2,290","5,974","1,726","3,449","1,568","3,319",834,"2,213",341,"1,635",5,387,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1888,인하대,39,0,"4,685",614,"13,711","3,015","29,664","6,340","23,882","22,419","10,315","12,087","9,188","15,073","9,786","8,986","11,226","10,849","11,157","10,504","11,734","10,404","14,663","10,299","19,173","13,926","19,209","19,867","16,449","28,897","8,598","14,669","7,919","10,601","7,727","10,217","5,528","7,187","3,495","5,585",68,"1,307",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1889,숭의,36,0,"4,324",953,"7,928","4,060","16,479","9,092","13,648","12,991","7,593","5,679","7,514","4,481","7,365","4,150","7,144","5,001","6,642","5,929","6,207","5,359","7,448","5,993","8,651","8,471","10,887","10,440","9,999","14,107","4,746","7,929","3,450","5,620","2,696","5,912","1,878","3,922",886,"2,522",7,559,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1890,신포,4,1,"1,187",284,"2,106","1,267","3,599","4,537","3,227","8,472","1,962","3,187","1,827","2,733","2,208","2,941","3,141","2,788","2,838","3,074","3,471","2,889","4,237","3,064","5,744","3,583","5,881","4,099","5,866","4,825","2,803","2,646","2,499","1,836","2,072","1,514","1,163","1,134",423,650,1,215,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,수인선,1891,인천,82,0,492,301,"1,121","1,297","1,985","2,732","1,962","4,787","1,931","2,298","1,716","2,555","1,799","3,701","2,000","3,919","2,110","3,395","2,438","3,763","3,452","3,492","3,230","3,511","2,893","3,568","2,554","3,949","1,477","2,563","1,176","1,838",931,"1,300",689,"1,266",151,663,3,224,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1501,판교,4,0,737,40,"2,876","8,833","6,747","20,383","4,103","42,244","2,534","20,747","2,837","12,906","5,243","9,650","5,325","7,181","5,390","5,425","6,889","5,742","9,959","5,269","15,514","7,017","22,706","7,373","27,151","7,089","20,073","4,053","18,863","2,874","11,370","1,987","7,395","1,139","2,017",783,1,226,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1502,이매,6,2,674,30,"2,113","1,274","4,240","2,454","3,150","3,123","1,655","1,513","1,478","1,188","1,318",968,"1,492","1,181","1,304","1,387","1,224","1,206","1,633","1,638","1,885","1,862","2,101","2,682","2,195","3,368","1,290","1,704","1,316","1,150","1,254",910,"1,133",724,360,395,16,71,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1503,삼동,1,0,"1,843",57,"6,167","1,183","13,172","2,133","12,748","2,268","7,179","1,173","4,190","1,331","3,494","1,225","3,009","1,907","2,695","1,921","2,169","2,526","2,242","3,701","2,537","4,823","3,487","8,477","2,682","9,325","1,304","8,762",873,"5,277",702,"4,345",380,"3,383",126,"1,700",8,42,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1504,경기광주,0,0,"3,630",317,"19,178","3,089","47,603","6,583","46,982","9,985","20,967","5,844","14,390","4,794","11,412","5,199","10,675","6,435","9,343","7,132","8,402","8,925","8,731","10,539","11,230","15,681","11,393","22,230","8,979","38,003","4,500","33,794","3,432","19,921","2,295","14,526","1,580","11,915",614,"5,677",69,97,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1505,초월,0,0,"2,190",136,"8,893","1,896","20,267","4,735","21,161","5,192","8,567","2,067","6,191","2,016","5,257","2,093","4,749","2,837","4,277","3,166","3,942","3,973","3,670","4,787","5,027","6,851","6,036","9,092","5,018","15,769","2,637","12,296","1,783","8,516","1,251","7,284",637,"6,724",273,"4,405",39,51,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1506,곤지암,1,0,"1,275",447,"3,381","2,687","8,046","5,590","6,936","7,059","4,536","2,872","3,551","2,342","3,597","2,653","3,425","2,241","3,634","3,215","3,158","3,049","4,361","3,399","5,012","4,200","7,201","5,282","6,057","6,681","2,294","5,237","1,598","3,966","1,153","3,332",454,"2,834",158,"1,597",13,517,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1507,신둔도예촌,0,0,"1,030",45,"3,112",631,"6,894","2,781","4,919","3,765","3,575","1,670","2,721","1,290","2,198","1,519","2,390","1,455","2,334","1,351","2,029","1,632","2,704","1,928","3,358","2,626","4,003","4,311","3,492","4,314","1,206","5,033",985,"3,274",712,"2,530",260,"2,370",97,"1,244",7,392,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1508,이천,2,0,"1,137",50,"4,398","2,084","9,546","6,945","7,470","8,778","6,282","4,983","5,454","3,693","5,041","3,820","4,853","4,608","4,914","4,089","4,968","4,773","5,111","4,851","7,054","6,385","7,599","7,200","7,473","9,689","3,748","7,898","2,879","6,529","2,547","4,498","1,110","3,747",596,"2,483",24,"1,092",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1509,부발,6,0,"1,497",67,"4,188","2,209","8,449","7,884","6,455","6,256","5,504","2,801","3,939","2,224","4,362","2,280","3,765","2,685","3,634","2,861","3,316","2,773","4,480","3,130","4,963","4,453","8,279","5,990","5,484","6,997","3,478","4,980","2,084","4,753","1,301","4,607",597,"3,605",401,"3,498",24,"1,312",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1510,세종대왕릉,3,1,314,1,691,221,932,656,"1,019",726,738,578,875,427,678,636,645,577,663,350,658,710,619,672,760,856,852,694,647,957,295,780,176,579,123,443,43,502,24,254,1,79,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1511,여주,19,0,"2,564",8,"5,724",902,"10,358","4,023","8,539","5,526","6,921","8,310","6,108","3,473","5,418","5,162","5,577","4,756","6,341","3,471","6,802","5,440","6,810","5,255","7,996","6,025","7,182","7,857","6,394","9,459","3,123","8,184","2,249","7,319","1,461","3,600",704,"6,158",235,"3,341",6,"1,367",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경강선,1512,성남,1,0,288,14,"1,876",863,"6,110","1,830","5,888","2,167","2,972","1,000","2,076",896,"1,737","1,181","1,793","1,229","1,436","1,356","1,382","1,489","1,750","2,000","2,174","2,311","2,758","3,670","1,943","4,956","1,401","2,916","1,135","2,092",947,"1,678",787,"1,217",290,534,33,126,0,1,0,0,0,0,2025-10-03 10:13:02
2025-09,서해선,1980,김포공항,13,4,234,"2,727",694,"8,894","2,028","12,306","3,161","15,647","3,396","10,153","3,307","9,355","3,410","10,171","3,630","10,800","5,443","9,851","6,272","9,040","8,033","7,593","7,916","8,332","10,107","9,842","13,272","8,767","8,719","5,157","7,059","2,503","6,565","1,462","6,284","1,036","2,154","1,089",79,341,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,서해선,1981,원종,36,2,"5,871","1,387","9,884","3,950","20,343","6,791","18,655","10,297","10,933","5,538","7,966","4,438","7,423","5,255","7,853","6,805","7,263","5,801","6,332","6,910","7,389","8,245","8,800","10,721","9,676","14,802","10,376","19,358","5,207","14,534","3,927","8,511","3,119","7,506","2,239","6,548","1,141","4,117",30,577,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,서해선,1982,부천종합운동장,46,0,"2,853",621,"5,713","1,816","14,381","3,478","14,442","4,907","7,472","2,369","4,308","1,757","3,719","1,675","3,645","2,007","3,312","2,182","3,108","2,567","3,142","3,167","3,974","4,847","4,798","6,787","5,888","11,785","2,470","8,884","1,826","4,763","1,673","4,477","1,032","3,986",450,"2,194",48,376,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,5호선,2511,방화,18,0,"5,666",13,"12,844","3,933","29,716","6,444","27,245","15,238","16,050","9,236","12,487","6,739","12,082","6,968","11,888","7,884","11,405","8,830","10,019","9,509","11,283","11,644","12,571","13,327","12,325","16,722","11,414","23,771","5,871","20,916","3,713","12,870","2,825","11,480","2,094","10,926",873,"6,236",176,"2,327",1,270,0,0,0,0,2025-10-03 10:13:02
2025-09,5호선,2512,개화산,3,1,"5,029",127,"10,253","3,691","25,379","7,139","25,109","15,265","13,519","7,363","9,396","5,939","9,353","6,188","10,144","7,496","8,894","7,603","8,221","7,644","8,030","9,218","9,827","10,904","13,746","13,624","12,216","20,462","5,620","17,206","3,919","10,480","3,097","10,166","2,366","9,151",879,"5,055",98,"1,740",0,69,0,0,0,0,2025-10-03 10:13:02
2025-09,5호선,2513,김포공항,10,1,"1,050","3,159","5,440","10,140","21,118","19,959","26,406","25,959","14,565","14,266","15,130","14,189","17,868","15,864","19,574","16,650","23,788","17,137","25,535","15,902","29,598","15,180","28,416","15,455","30,251","16,638","37,663","15,449","23,953","8,946","18,929","4,661","16,512","2,978","17,536","2,221","7,802","1,211",390,494,2,4,0,0,0,0,2025-10-03 10:13:02
2025-09,5호선,2514,송정,12,1,"3,842","1,116","7,803","4,701","18,670","7,483","23,262","11,501","15,076","7,309","11,579","6,428","9,819","7,293","10,537","8,175","9,560","8,254","9,525","8,778","9,733","9,662","11,547","12,028","12,515","14,014","12,726","19,585","7,921","15,611","5,622","10,708","4,723","10,129","3,550","9,567","1,992","5,360",270,"1,978",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,5호선,2515,마곡,5,0,"3,150","3,248","9,503","12,296","27,597","32,610","27,688","82,071","15,431","43,483","13,224","22,426","14,845","19,313","16,761","19,893","18,566","21,024","21,043","19,080","26,253","19,427","34,155","21,989","54,820","27,733","65,057","37,128","31,923","25,619","24,364","13,328","21,382","11,836","13,802","10,740","4,855","5,384",640,"2,085",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,5호선,2516,발산,1,0,"3,972","2,546","12,169","16,900","33,810","49,958","34,740","132,220","22,822","67,198","23,271","36,987","26,546","32,914","30,827","31,955","33,388","34,437","36,758","30,881","45,028","31,030","52,562","33,851","84,048","41,079","99,157","57,823","43,625","39,174","37,559","22,545","33,733","18,466","26,629","16,457","10,905","9,578","1,652","3,266",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,5호선,2517,우장산,1,0,"7,625",982,"25,595","4,816","59,955","16,515","63,077","24,930","34,069","17,279","26,490","15,159","26,081","14,261","26,202","17,660","23,869","20,769","20,428","23,054","24,573","26,876","28,081","31,689","26,640","39,657","21,581","60,788","13,590","45,130","9,600","27,483","8,876","24,322","7,005","25,345","2,089","13,146",304,"3,795",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,5호선,2518,화곡,571,8,"24,652","1,616","45,693","9,813","123,300","16,434","153,349","37,660","75,865","27,375","47,568","20,167","41,667","21,341","42,752","23,921","39,032","27,672","33,708","32,046","32,977","39,992","36,542","54,003","40,142","70,389","43,570","128,681","25,523","89,379","17,416","56,422","14,397","53,451","10,874","45,882","4,479","28,280",704,"8,333",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,5호선,2519,까치산,334,3,"25,509","1,316","47,407","8,034","128,760","11,629","155,406","22,971","80,451","19,560","47,987","17,898","42,059","21,516","42,409","24,969","37,857","27,886","32,328","33,128","30,520","45,103","32,515","57,115","31,998","75,093","31,344","125,833","20,841","95,987","15,007","61,935","12,841","59,264","9,513","49,266","4,831","29,653",815,"8,803",1,395,0,0,0,0,2025-10-03 10:13:02
