사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2025-09,경부선,1710,의왕,181,0,"6,999","2,897","14,382","9,203","29,926","36,054","29,538","31,568","14,599","11,851","11,126","7,296","10,264","6,882","11,253","7,700","10,088","8,500","9,686","8,082","11,858","10,703","16,908","13,826","31,355","18,903","25,627","28,286","12,408","20,887","9,605","13,022","6,307","11,816","3,928","9,734","1,673","6,572",130,"1,206",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1711,성균관대,307,5,"10,022","2,558","31,653","7,820","77,583","11,427","60,387","32,262","30,343","22,122","22,248","17,128","20,193","16,212","22,398","15,549","21,914","20,167","19,185","17,466","20,993","22,050","29,878","28,864","30,262","42,870","28,854","65,953","17,526","50,059","14,080","30,288","12,684","27,864","10,801","24,263","5,485","16,056",314,"2,886",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1712,화서,476,40,"10,318","1,233","27,452","4,315","52,256","6,943","39,509","14,495","17,625","11,588","13,463","11,736","12,276","15,304","12,454","16,852","12,397","18,920","13,853","17,423","16,734","18,901","20,208","22,545","21,292","30,789","19,878","50,266","15,339","34,443","12,753","19,709","11,518","14,625","10,376","13,081","1,981","8,310",100,"1,565",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1713,수원,"2,538",93,"20,883","4,956","40,348","31,775","83,263","59,335","75,330","84,690","51,291","75,395","46,203","72,960","49,829","69,326","55,838","79,174","59,997","74,286","59,422","73,074","78,145","74,281","94,726","90,916","97,770","106,781","106,158","132,954","79,851","91,396","82,653","54,587","66,777","42,787","53,018","34,010","22,261","22,606",727,"7,358",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1714,독산,722,4,"8,626","2,409","20,739","12,211","53,506","45,819","52,407","92,353","25,933","40,149","19,276","14,657","18,738","11,721","19,097","13,064","18,014","14,584","17,364","13,603","18,254","16,946","29,447","21,393","55,448","30,340","67,081","49,212","27,552","37,297","16,895","21,878","11,470","22,105","7,381","21,000","2,719","11,651",148,818,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1715,세류,708,7,"4,377",771,"10,632","3,114","18,332","4,056","13,102","4,492","6,541","3,253","5,026","2,859","4,671","3,249","4,670","3,847","4,119","3,629","3,677","3,727","4,629","4,488","6,027","6,177","7,080","8,151","5,488","14,180","3,414","10,562","2,728","7,926","2,355","6,826","1,322","5,088",430,"3,297",14,963,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1716,병점,"3,258",31,"8,546","3,396","32,787","11,846","60,188","22,459","49,475","34,864","32,284","20,511","26,172","15,594","24,757","16,713","25,458","19,830","21,388","18,872","21,700","21,725","25,405","25,749","30,491","33,098","36,899","44,556","34,418","53,899","20,381","45,143","14,290","32,262","12,116","23,566","9,130","24,210","3,259","16,020",45,"7,079",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1717,세마,183,1,"2,625","1,315","7,601","2,334","13,045","5,493","11,958","10,606","7,176","2,992","4,887","2,194","4,681","2,714","4,569","2,684","4,639","3,468","4,170","3,565","4,330","3,774","6,018","7,372","7,657","9,212","9,108","9,843","3,306","9,472","2,520","6,251","1,901","5,618","1,332","4,940",575,"2,630",69,255,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1718,오산대,193,2,"3,115","1,170","8,737","2,924","15,197","4,564","12,504","11,642","7,110","4,518","5,653","4,063","4,963","3,564","5,083","3,649","5,783","4,685","5,179","4,619","6,189","4,331","8,081","6,982","8,555","9,888","9,413","13,438","4,115","11,563","3,461","6,220","3,186","5,810","2,066","4,268","1,013","2,843",98,282,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1719,오산,562,4,"7,724","2,558","18,145","11,058","30,237","28,896","31,540","22,514","21,635","15,241","18,890","11,991","17,879","10,588","18,494","13,866","16,177","15,218","16,309","15,232","17,576","19,685","23,787","24,047","25,764","29,607","26,330","33,900","16,567","25,845","12,211","19,178","9,307","14,845","4,969","10,422","2,060","8,800",132,774,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1720,진위,38,0,"1,037",404,"1,720","3,122","3,418","9,619","3,029","8,539","2,091","2,759","1,700","2,256","1,635","1,168","1,776","1,001","1,928","1,238","1,733","1,249","4,171","1,581","4,605","1,794","8,205","2,431","7,719","2,792","3,220","2,365","1,830","1,631","1,043","1,401",581,"1,021",275,938,10,59,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1721,송탄,89,3,"5,661","1,031","8,505","3,131","14,093","6,449","12,385","10,359","9,073","4,590","7,881","4,179","7,988","4,700","7,516","4,981","7,070","5,422","6,758","6,143","8,180","7,376","9,813","8,661","8,879","11,619","9,219","12,647","5,353","12,502","3,790","9,069","3,025","7,279","1,929","6,239","1,011","5,962",81,453,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1722,서정리,101,3,"5,128","2,779","14,877","6,996","20,512","16,297","19,653","20,928","15,074","10,709","13,066","7,602","12,277","7,845","13,336","10,365","11,493","11,142","12,290","10,932","14,687","12,897","19,479","18,109","30,657","21,511","18,779","20,416","10,568","19,400","8,128","15,054","6,170","10,705","4,591","10,393","2,402","7,991",112,882,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1723,평택지제,33,0,"2,692","3,365","5,715","7,951","13,510","12,445","12,424","7,661","7,603","5,228","6,126","3,664","5,515","4,231","6,275","4,517","4,899","4,227","4,958","4,633","7,119","6,392","7,872","8,206","13,243","9,775","9,771","11,084","7,224","9,069","5,312","6,640","4,075","6,071","4,633","5,136","2,643","3,482",32,340,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1724,평택,250,6,"8,766","3,414","14,733","10,286","29,526","17,507","33,791","26,483","27,722","23,124","23,915","18,017","22,491","21,030","22,506","21,924","23,386","22,285","22,592","24,841","25,296","27,613","29,034","36,166","32,604","39,757","29,123","39,074","20,945","24,388","20,302","21,587","14,391","15,818","11,949","12,237","6,773","6,930",89,"2,326",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1725,성환,41,0,"2,275","1,111","4,151","4,075","6,973","14,484","7,379","24,367","7,182","28,392","6,903","11,317","7,288","6,536","9,794","9,974","12,565","9,855","11,745","5,612","19,481","6,153","28,245","7,060","24,919","8,188","15,546","8,212","6,829","6,595","5,480","6,539","3,434","5,645","2,443","6,086","1,020","4,806",76,"1,113",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1726,직산,55,3,889,421,"1,810","1,626","2,915","3,641","2,686","3,772","2,005","1,435","1,564",994,"1,539","1,042","1,417","1,177","1,287","1,237","1,346","1,234","1,711","1,287","1,771","1,727","4,068","2,276","3,595","2,259","1,228","2,237","1,001","1,484",683,"1,370",302,"1,131",152,972,21,187,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1727,두정,"1,076",9,"5,418","1,333","11,924","3,907","19,979","10,673","19,466","26,361","16,973","25,301","12,704","16,191","12,550","14,181","14,870","14,912","14,691","13,797","14,552","11,446","17,723","11,800","18,838","17,235","19,989","19,700","17,118","26,536","12,075","17,596","9,791","14,047","9,155","10,847","6,063","12,701","3,020","9,562",34,"2,678",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1728,천안,"1,511",2,"3,151",944,"6,881","3,899","12,945","7,652","11,990","16,725","13,738","14,304","11,554","11,911","13,372","13,266","12,290","13,686","14,135","12,788","18,318","12,443","20,658","13,743","22,645","14,535","20,013","20,380","17,962","18,049","10,940","11,957","8,877","9,233","6,428","7,043","4,023","5,242","2,305","3,388",20,"2,395",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1729,당정,53,1,"5,133",803,"12,497","3,916","26,564","9,861","23,215","18,406","12,423","10,416","8,969","7,387","8,756","5,542","9,692","6,752","8,223","6,295","8,273","6,030","9,421","7,272","11,546","9,847","14,561","13,897","14,564","22,408","6,132","16,925","4,627","11,160","3,759","9,653","2,882","9,397","1,004","5,893",79,"1,212",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1749,서동탄,2,0,"1,685",8,"6,683",675,"11,458","1,411","4,326","1,029","2,914",975,"1,801",684,"1,816",936,"1,584","1,045","1,432","1,114","1,307","1,285","1,555","1,733","1,521","2,191","1,877","3,003","1,880","5,607",889,"5,947",700,"2,480",465,"2,006",410,"2,390",138,"1,445",2,"1,013",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경부선,1750,광명,0,0,19,"1,885","3,761","3,341","12,511","6,905","10,523","8,842","7,076","6,316","4,081","4,250","7,202","2,404","5,231","7,796","5,062",160,"3,410","8,064","6,384","3,943","7,260","5,127","10,108","7,221","10,602","12,575","8,179","6,574","3,122","4,323","6,667","2,968","2,368","4,603",948,56,1,0,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1801,개봉,"1,607",13,"19,741","5,644","43,920","12,159","105,386","15,835","97,803","25,377","56,194","23,267","39,010","18,419","34,333","20,956","34,039","26,414","30,943","27,462","27,305","28,741","29,260","38,574","30,990","50,154","34,715","67,273","31,565","101,152","19,458","70,030","15,864","44,797","13,125","40,202","9,959","33,520","3,500","18,277",50,"1,694",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1802,오류동,692,3,"13,159","1,719","20,800","4,014","52,905","5,502","51,213","11,848","31,125","11,522","22,431","9,721","19,704","9,513","19,785","12,664","17,950","14,544","15,114","13,960","15,521","18,653","16,168","22,211","14,980","28,112","13,559","45,591","8,408","37,257","6,260","23,654","5,187","21,723","3,475","18,681","1,576","12,014",46,"1,582",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1803,역곡,"1,328",19,"30,462","3,064","48,499","8,661","117,419","14,736","112,362","39,823","64,028","37,758","42,449","24,010","37,547","26,680","39,163","30,613","38,083","33,674","32,467","32,393","34,526","39,260","40,781","56,243","45,993","74,715","38,049","115,467","22,761","86,307","17,993","50,353","14,950","49,100","11,695","40,670","5,235","25,443",313,"3,705",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1804,부천,"4,496",34,"40,286","4,855","45,154","12,156","101,354","19,987","103,298","51,154","64,696","49,255","49,069","41,843","50,587","40,862","52,200","50,885","50,055","52,790","49,171","49,476","54,758","57,439","60,164","64,600","58,789","90,564","57,785","110,947","37,091","87,627","29,457","54,931","25,238","49,659","19,645","41,540","8,999","26,939",690,"5,370",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1805,송내,"1,894",8,"17,610","7,995","42,758","15,977","110,620","30,535","89,136","77,595","54,385","40,503","37,690","24,063","36,828","22,193","36,489","26,171","33,288","26,979","29,390","28,163","33,173","33,201","38,445","42,944","49,171","64,271","73,489","94,564","28,299","79,602","21,845","48,350","17,219","41,128","13,317","34,678","6,051","21,834",560,"3,666",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1806,부평,"11,889",66,"24,235","4,018","39,268","10,377","94,657","20,428","82,832","35,691","49,949","39,217","39,848","35,861","41,347","40,500","44,093","45,455","43,781","52,644","44,066","53,503","49,722","55,517","53,842","67,711","57,534","90,649","54,463","116,911","39,970","93,555","36,892","53,887","34,147","46,418","27,524","36,880","14,029","23,496","2,063","7,399",2,3,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1807,백운,238,23,"9,422","1,423","16,461","2,189","31,149","4,572","29,080","10,558","16,746","7,039","12,800","5,987","12,014","7,323","12,030","7,995","10,520","8,532","9,378","9,694","9,275","11,834","10,317","14,852","10,562","19,791","8,683","26,978","4,726","23,940","3,542","13,586","3,745","12,781","2,274","10,001","1,168","5,854",118,"2,219",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1808,동암,924,19,"23,106","3,189","30,146","6,678","61,492","13,391","57,683","17,539","34,373","14,708","26,136","14,598","24,019","16,628","25,221","18,154","23,322","19,226","20,465","20,048","20,182","24,694","21,987","33,202","23,590","46,192","21,604","56,743","13,680","49,860","10,923","32,850","9,233","29,307","6,857","24,470","3,663","14,432",380,"4,392",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1809,주안,"1,459",35,"15,442","3,185","30,992","7,735","63,393","18,594","55,377","30,585","36,274","25,979","28,050","18,876","28,301","18,566","31,545","21,414","29,356","21,287","26,869","22,235","30,957","24,015","33,223","33,016","39,655","41,731","36,340","55,727","21,882","54,916","18,714","31,558","16,986","28,530","12,535","24,803","6,353","17,311",609,"5,657",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1810,제물포,"1,243",19,"8,983","1,703","19,675","5,450","42,126","16,363","34,096","38,137","20,784","19,669","17,025","10,991","16,816","9,902","17,696","13,942","15,931","13,555","15,203","12,884","21,343","14,612","25,813","19,528","24,469","25,138","24,458","33,954","10,280","30,039","8,205","17,043","7,180","15,709","4,374","14,979","1,580","9,580",64,"3,011",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1811,동인천,"1,832",13,"7,726","2,404","18,669","11,245","43,844","23,248","34,055","31,338","22,273","17,050","19,733","17,464","20,453","19,387","22,226","19,403","21,998","21,331","21,910","20,687","27,886","21,972","30,754","25,102","36,534","27,735","36,048","34,928","17,249","34,112","12,303","18,976","10,630","16,344","5,879","14,007","2,203","8,855",14,"3,087",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1812,인천,466,3,"1,558",987,"3,501","3,788","5,960","7,797","5,124","11,023","4,188","7,227","4,687","8,081","5,267","9,310","6,534","9,739","7,742","8,835","10,152","8,260","12,023","6,827","14,463","6,230","15,342","5,702","14,023","5,070","7,358","3,783","5,923","2,662","4,268","2,181","2,494","1,859",680,"1,282",7,896,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1813,구일,401,12,"4,841","2,483","11,676","8,107","28,643","9,523","25,434","14,622","14,548","14,734","10,867","7,368","10,163","6,955","10,580","10,312","8,883","14,215","9,522","9,670","12,761","12,983","18,506","17,929","17,510","29,840","13,559","38,519","7,329","21,705","6,633","11,574","23,515","10,984","10,899","8,756","1,483","5,900",31,501,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1814,소사,"1,474",17,"13,583","2,755","14,820","5,172","31,458","7,387","28,401","10,599","18,400","9,358","14,349","8,716","12,651","8,291","13,641","10,149","12,665","10,984","11,279","10,334","12,044","12,497","13,695","15,236","13,360","19,958","10,989","26,615","6,779","21,349","4,843","13,853","3,794","12,786","2,285","11,492","1,078","6,940",77,"1,973",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1815,부개,"2,421",5,"11,316","1,536","18,248","3,092","43,521","6,224","34,883","11,725","20,090","6,815","15,194","6,725","13,066","7,974","13,281","9,364","12,363","9,689","10,446","11,477","10,521","13,819","12,158","18,087","11,448","23,479","11,402","31,248","5,814","26,346","4,491","15,963","3,480","14,651","2,250","11,403","1,278","7,845",146,"2,007",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1816,간석,541,3,"6,655","1,081","12,028","2,598","23,980","4,713","21,710","9,934","12,223","5,181","10,101","5,566","9,492","5,656","9,964","6,325","8,806","7,695","8,045","7,885","8,433","8,623","8,868","12,841","8,870","14,825","9,475","20,181","5,062","18,119","3,878","10,834","3,155","8,871","2,359","7,545","1,150","5,467",158,"2,023",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1817,도원,805,28,"2,197","2,684","3,690","4,130","8,055","7,090","7,950","21,390","4,929","3,750","4,582","4,403","4,819","3,706","5,230","4,429","5,415","5,818","5,099","4,734","9,429","4,664","13,480","5,828","10,982","6,844","8,051","8,229","3,088","6,399","2,355","4,203","3,938","3,270","1,033","2,703",341,"2,250",17,"1,190",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1821,온수(성공회대입구),445,8,"6,209","1,576","9,217","3,595","24,252","10,034","21,415","14,092","14,741","8,519","10,910","6,187","10,741","6,806","11,699","7,984","10,166","8,359","9,932","8,542","11,819","9,933","14,305","11,585","13,099","14,754","11,083","22,659","5,347","16,201","4,216","10,869","4,352","9,750","2,607","8,866","1,413","5,109",123,911,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1822,중동,"1,326",30,"11,190","1,632","19,228","4,490","45,924","6,016","35,435","11,944","21,766","8,585","15,767","8,509","14,335","8,993","14,895","10,172","13,179","11,415","12,264","11,787","11,970","14,476","12,412","17,882","13,673","25,055","11,556","33,352","6,746","27,563","5,078","16,956","4,031","14,259","2,816","12,874","1,094","7,993",130,"1,752",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경인선,1823,도화,596,4,"4,927",515,"8,100","1,942","17,202","4,813","13,914","8,627","9,059","5,265","7,727","4,305","7,471","4,521","7,379","5,510","7,035","5,639","6,577","5,850","6,888","6,895","7,719","9,435","6,982","10,409","7,306","11,610","3,340","11,018","2,647","6,672","2,199","5,227","1,486","4,473",664,"3,593",41,"1,607",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1008,이촌(국립중앙박물관),77,1,"1,307",523,"3,895","3,262","10,226","5,461","11,633","9,271","8,903","5,471","7,211","4,494","6,977","4,569","6,655","4,666","6,852","5,547","6,596","5,550","7,914","6,503","9,462","7,320","10,507","8,680","10,395","11,629","5,869","8,448","10,026","5,227","11,420","4,177","5,160","3,902","1,368","2,247",77,693,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1009,서빙고,98,2,"1,034",826,"2,462","5,193","3,754","4,437","4,226","10,064","3,799","4,368","3,387","3,536","2,903","2,698","3,645","2,836","3,956","3,950","4,001","2,994","4,550","4,172","7,796","3,834","9,452","3,697","7,532","5,094","3,278","4,167","3,089","2,273","3,715","2,065","1,957","1,498",473,914,25,261,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1010,한남,175,2,865,769,"1,677","5,295","2,864","12,349","3,168","15,260","3,247","12,897","3,683","7,010","4,664","4,951","5,359","5,379","4,364","5,390","6,028","4,160","7,455","4,475","9,230","5,191","15,569","5,934","13,865","6,613","7,962","4,396","5,755","2,525","5,584","2,226","4,778","1,401","1,762",858,131,328,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1011,옥수,0,0,0,32,0,73,36,20,81,315,30,15,32,199,24,178,21,103,30,30,28,20,20,50,532,72,421,52,58,44,364,17,42,18,55,18,20,11,15,0,0,0,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1012,응봉,182,4,"1,459",244,"3,163","1,144","7,808","1,573","7,522","2,422","5,010","1,975","3,629","1,784","3,128","1,648","3,029","2,150","2,609","2,210","2,577","2,806","2,975","2,961","3,125","4,020","3,081","4,909","3,015","5,921","1,859","4,775","1,402","3,133","1,080","2,525",707,"2,036",329,"1,218",38,428,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1013,왕십리(성동구청),"1,165",15,"6,377","1,706","10,123","6,641","30,458","14,975","45,889","24,286","29,508","23,621","18,719","21,286","20,179","23,297","25,332","25,732","27,009","25,827","28,458","26,322","33,227","29,667","38,925","35,585","42,465","49,821","38,404","68,856","30,086","48,474","29,757","29,975","30,972","25,106","27,822","23,701","11,904","11,473","1,309","3,948",0,1,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1014,청량리(서울시립대입구),"1,573",11,"5,503","2,066","8,852","14,968","31,679","17,827","44,749","24,325","31,165","35,468","35,375","31,465","29,674","38,472","31,304","32,779","32,753","32,396","34,159","37,930","37,007","36,562","39,447","41,594","37,426","41,725","38,438","54,701","30,349","37,310","26,384","21,768","18,033","19,662","10,008","14,227","6,014","6,892",253,"3,237",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1016,외대앞,530,24,"5,070","2,489","11,331","9,996","30,632","7,764","32,738","31,836","18,773","15,777","14,677","20,748","15,759","22,076","16,995","16,637","18,062","14,154","20,258","17,685","23,875","15,973","28,973","18,663","34,814","24,060","23,545","34,937","15,050","25,797","12,753","17,394","13,054","17,132","10,112","17,653","5,027","12,676",369,"2,979",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1017,신이문,"1,693",13,"9,001","1,031","15,640","3,115","38,364","4,436","41,639","8,569","23,251","5,839","15,417","6,415","13,489","7,540","12,618","8,802","11,788","9,732","10,035","10,012","10,426","15,428","10,608","18,420","10,144","22,560","9,209","33,483","5,780","23,522","4,141","16,681","3,033","14,329","2,147","13,732","1,069","8,441",75,"2,019",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1018,석계,"1,816",19,"6,076","2,441","11,836","6,490","23,393","5,862","24,452","8,976","16,864","7,613","14,136","7,302","13,001","9,460","13,116","9,467","12,625","10,783","11,293","11,177","11,580","16,020","13,183","19,770","14,673","24,368","11,027","36,136","8,198","23,964","6,534","16,452","6,023","14,375","5,014","12,917","2,573","7,819",127,"1,882",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1019,광운대,"2,593",9,"7,341","1,272","15,851","3,148","34,590","7,049","30,776","21,780","17,042","11,917","12,814","12,329","12,939","16,969","12,997","11,171","14,795","13,472","14,992","12,784","15,770","13,259","17,694","16,355","18,410","19,444","14,724","28,859","8,314","22,105","7,670","14,431","7,205","12,454","5,713","12,210","2,847","9,512",193,"5,009",0,7,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1020,월계,"1,178",6,"5,515","1,382","10,473","2,797","26,943","6,810","25,153","17,003","15,542","16,548","12,254","9,169","12,399","7,662","12,920","8,924","12,460","12,364","11,660","9,193","13,914","10,556","17,917","13,127","14,752","15,367","11,437","24,404","5,873","16,796","4,673","11,023","4,185","9,453","3,763","8,940","1,331","5,193",92,"1,167",0,1,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1021,녹천,"1,739",36,"4,477",903,"8,820","1,740","22,127","5,145","19,876","5,171","10,550","3,263","8,160","3,416","7,358","3,206","7,668","4,137","5,817","4,234","4,961","5,001","5,424","6,310","6,947","7,866","5,852","9,845","4,707","15,964","2,898","12,044","2,127","7,469","1,804","6,742","1,498","6,544",452,"3,486",37,844,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1022,창동,0,0,0,0,0,0,2,0,4,0,6,0,7,0,13,0,7,0,11,0,11,0,4,0,4,0,7,0,10,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1901,방학,687,11,"12,408","1,775","16,636","5,853","36,303","10,522","32,732","22,697","22,186","12,879","17,771","12,672","17,695","11,537","19,130","13,256","16,254","14,167","14,748","15,966","15,562","18,747","16,027","22,268","17,199","25,364","19,082","32,289","10,675","26,465","7,527","16,773","6,467","13,459","4,174","11,808","2,183","7,110",346,"2,225",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1902,도봉,444,7,"7,156","1,124","10,697","3,500","21,124","4,897","19,624","11,797","14,305","9,126","12,398","7,661","11,259","7,146","10,413","9,090","10,282","8,972","9,727","9,268","9,873","10,914","9,655","13,286","9,752","15,124","11,022","17,199","4,541","14,378","3,189","9,167","2,294","7,532","1,767","7,019",828,"4,232",181,"1,407",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1903,도봉산,440,5,"7,103","1,119","10,341","3,038","23,255","5,251","23,098","8,084","15,815","11,961","13,150","12,264","12,885","12,557","14,364","12,980","16,616","10,973","17,255","9,449","18,518","10,060","18,297","10,509","16,738","10,367","13,703","10,531","8,349","9,144","4,957","5,504","3,304","4,960","2,157","4,405","1,115","2,781",195,"1,204",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1904,망월사,649,14,"8,297","1,106","13,961","3,889","30,420","6,569","27,521","25,903","19,773","17,692","16,035","10,656","16,280","19,427","17,267","14,352","17,969","13,211","18,205","15,642","16,913","14,014","18,387","17,734","22,421","21,817","12,914","26,994","7,882","23,917","6,139","14,490","5,060","12,696","3,921","11,159","1,893","6,865",340,"3,748",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1905,회룡,"1,950",32,"15,917","2,663","31,754","6,881","62,320","10,021","53,286","14,996","34,333","12,739","28,202","11,708","24,785","15,332","24,370","16,966","20,869","18,372","17,834","20,158","16,998","24,107","17,487","30,468","16,152","38,598","13,318","47,179","8,618","45,423","6,230","26,725","5,653","20,596","3,350","17,458","1,480","10,577",260,"5,022",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1906,의정부,"3,688",16,"11,398","2,577","31,851","8,493","53,536","13,481","52,389","38,485","31,678","38,434","26,612","28,584","29,284","31,067","31,198","33,374","32,083","37,433","33,588","32,787","37,427","33,378","39,308","38,335","43,735","47,594","43,339","58,474","26,679","51,918","25,908","32,123","17,127","25,661","13,506","23,750","7,231","16,370","1,129","8,925",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1907,가능,584,6,"9,120","1,749","12,285","3,939","25,994","7,621","22,549","15,013","13,845","8,719","12,458","6,574","11,538","8,080","11,840","8,382","9,717","9,002","8,823","7,819","9,940","10,730","10,638","12,203","13,223","15,933","9,103","20,684","5,483","19,325","4,557","12,951","3,580","8,844","2,518","8,505",991,"5,068",206,"2,208",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1908,녹양,599,0,"5,680","1,062","8,507","2,473","17,403","5,870","15,494","9,160","9,865","4,760","8,514","4,114","7,721","4,926","7,772","5,233","6,774","5,701","5,888","5,049","6,913","6,901","7,462","8,177","8,185","10,817","7,680","13,988","3,486","13,222","2,849","8,865","2,302","6,571","1,271","6,353",568,"3,949",75,"1,432",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1909,양주,"2,185",8,"6,539","1,679","12,123","6,435","32,805","12,782","24,981","11,422","19,366","9,556","15,847","7,925","14,669","8,738","13,921","10,492","13,037","10,472","11,733","10,614","11,819","13,064","12,892","13,499","13,688","20,235","13,295","22,442","6,618","22,410","3,786","14,761","2,774","10,466","1,861","10,197",764,"5,872",121,"2,528",0,0,0,0,0,0,2025-10-03 10:13:02
2025-09,경원선,1910,덕계,50,0,"7,122",603,"18,084","3,504","32,269","4,711","31,081","7,690","14,138","5,206","10,965","3,446","8,755","4,123","8,232","5,278","7,984","5,955","6,436","6,165","6,711","9,557","8,066","12,583","8,084","17,652","7,561","25,136","4,470","20,853","3,295","13,703","2,673","11,589","2,139","8,438","1,194","6,500",218,"2,464",0,0,0,0,0,0,2025-10-03 10:13:02
